id_epeigontos,amka_nosileythi,symptomata,epipedo_epeigontos,xronos_afixis,seira_proteraiotitas,amka,apotelesma_dialogis
554,19090547719,Πόνος στο στήθος,5,2026-01-20 19:22:06,1,24064249347,Νοσηλεία
555,13079146562,Ζάλη / Λιποθυμία,5,2026-01-21 12:43:11,14,14055158747,Νοσηλεία
556,07064458454,Τραύμα από πτώση,3,2026-01-22 16:16:11,9,05110633308,Νοσηλεία
557,23047006324,Αλλεργικό σοκ,1,2026-01-27 15:41:32,1,17089610796,Αποχώρηση
558,23047006324,Πόνος στο στήθος,4,2026-01-29 05:36:48,7,08039585346,Αποχώρηση
559,31059967089,Υψηλός Πυρετός,2,2026-01-30 18:26:10,4,30088959779,Νοσηλεία
560,30120680260,Οξύ κοιλιακό άλγος,4,2026-02-03 00:52:48,1,21096212974,Νοσηλεία
561,16019423688,Οξύ κοιλιακό άλγος,2,2026-02-05 06:59:20,5,27060840942,Νοσηλεία
562,23077920071,Σπασμοί,3,2026-02-05 09:15:44,11,13070372071,Νοσηλεία
563,18090352790,Ζάλη / Λιποθυμία,5,2026-02-11 10:16:05,3,24026275714,Νοσηλεία
564,24075447230,Αιμορραγία,5,2026-02-12 01:38:16,6,27087797722,Νοσηλεία
565,10046167641,Αιμορραγία,3,2026-02-12 02:03:37,1,,Νοσηλεία
566,24124200242,Σπασμοί,3,2026-02-12 04:36:39,2,23035977126,Αποχώρηση
567,22080260646,Οξύ κοιλιακό άλγος,3,2026-02-16 11:05:40,3,24076008916,Νοσηλεία
568,13016967253,Δύσπνοια,3,2026-02-16 22:34:44,6,03080887989,Νοσηλεία
569,18034735784,Έντονη Κεφαλαλγία,2,2026-02-18 12:06:40,3,10088308059,Αποχώρηση
570,07099742268,Έντονη Κεφαλαλγία,4,2026-02-23 23:52:43,12,12016289283,Νοσηλεία
571,19090547719,Πόνος στο στήθος,3,2026-02-25 15:22:06,7,04044756842,Νοσηλεία
572,23047006324,Σπασμοί,2,2026-02-28 05:56:24,3,28045106998,Αποχώρηση
573,03115884871,Πόνος στο στήθος,2,2026-03-01 08:49:54,12,,Νοσηλεία
574,30098633681,Οξύ κοιλιακό άλγος,5,2026-03-08 20:57:35,7,18026581848,Νοσηλεία
575,14106844609,Έντονη Κεφαλαλγία,4,2026-03-09 04:21:18,3,26026036012,Νοσηλεία
576,18035906391,Ζάλη / Λιποθυμία,4,2026-03-09 10:03:49,6,16080609722,Νοσηλεία
577,31039442179,Τραύμα από πτώση,3,2026-03-11 07:31:00,6,11018863136,Νοσηλεία
578,16019423688,Τραύμα από πτώση,2,2026-03-11 10:15:00,1,21096212974,Νοσηλεία
579,18116361055,Αλλεργικό σοκ,5,2026-03-15 01:06:01,8,,Νοσηλεία
580,11105412405,Ζάλη / Λιποθυμία,1,2026-03-16 06:49:35,7,05098106243,Νοσηλεία
581,30098633681,Τραύμα από πτώση,3,2026-03-20 09:05:14,6,28096973636,Αποχώρηση
582,20027184395,Δύσπνοια,3,2026-03-23 22:43:46,14,26105808540,Νοσηλεία
583,16080879975,Τραύμα από πτώση,1,2026-03-26 23:14:40,11,28127165521,Αποχώρηση
584,07037211841,Αιμορραγία,3,2026-03-27 14:54:29,14,28026488250,Νοσηλεία
585,01099900174,Δύσπνοια,4,2026-03-31 01:57:04,15,22070852133,Νοσηλεία
586,19065594744,Αιμορραγία,4,2026-03-31 02:15:46,3,,Νοσηλεία
587,18090352790,Πόνος στο στήθος,4,2026-03-31 20:46:10,11,05076151023,Νοσηλεία
588,08100685776,Σπασμοί,1,2026-04-01 07:46:11,12,16099945058,Νοσηλεία
589,08060402239,Πόνος στο στήθος,2,2026-04-01 13:20:43,13,25124524763,Νοσηλεία
590,02016803814,Υψηλός Πυρετός,4,2026-04-07 08:20:24,10,,Αποχώρηση
591,04067370997,Έντονη Κεφαλαλγία,3,2026-04-09 16:28:01,15,21080066006,Νοσηλεία
592,19026812867,Ζάλη / Λιποθυμία,4,2026-04-11 04:05:32,10,26118866522,Νοσηλεία
593,01066563942,Αλλεργικό σοκ,5,2026-04-11 05:31:15,13,29089535168,Νοσηλεία
594,18116361055,Οξύ κοιλιακό άλγος,3,2026-04-16 03:05:11,11,10117245649,Νοσηλεία
595,30065441369,Σπασμοί,1,2026-04-22 02:28:23,1,04044756842,Νοσηλεία
596,01099900174,Δύσπνοια,5,2026-04-23 00:03:12,7,13076696064,Νοσηλεία
597,12117536456,Ζάλη / Λιποθυμία,4,2026-04-24 10:11:02,4,28127165521,Νοσηλεία
598,19065594744,Αλλεργικό σοκ,3,2026-04-26 07:07:25,8,25109186486,Νοσηλεία
599,02127192215,Ζάλη / Λιποθυμία,5,2026-04-29 18:17:23,6,09087148284,Νοσηλεία
600,26084323690,Αιμορραγία,1,2026-04-30 22:00:27,6,28085673440,Αποχώρηση
