amka_iatrou,amka_as8eni,kwdikos_farmakou,imerominia_enarxis,imerominia_lixis,dosologia,syxnotita,ID_nosileias
23026866049,28026488250,98396,2024-11-07,2024-11-11,1 ενέσιμο αμπούλα,κάθε 12 ώρες (πρωί-βράδυ),274
23026866049,28026488250,73031,2024-11-07,2024-11-08,2 δισκία,προ ύπνου,274
08119651767,20050616601,99157,2024-11-07,2024-11-13,1 ενέσιμο αμπούλα,προ ύπνου,275
06126222477,31057446403,113630,2024-11-09,2024-11-10,1/2 δισκίο,κάθε 12 ώρες (πρωί-βράδυ),276
19029051436,18068612601,72016,2024-11-10,2024-11-13,2 δισκία,μετά το φαγητό,277
19029051436,18068612601,63280,2024-11-10,2024-11-11,2 δισκία,κάθε 12 ώρες (πρωί-βράδυ),277
19029051436,18068612601,131512,2024-11-10,2024-11-12,1 κάψουλα,εφάπαξ,277
13060666813,27018846643,86286,2024-11-11,2024-11-12,1/2 δισκίο,προ ύπνου,278
13060666813,27018846643,45953,2024-11-11,2024-11-13,1 δισκίο,κάθε 12 ώρες (πρωί-βράδυ),278
16068107499,28087700496,72711,2024-11-17,2024-11-25,1 ενέσιμο αμπούλα,κάθε 12 ώρες (πρωί-βράδυ),279
16068107499,28087700496,104762,2024-11-17,2024-11-21,1 ενέσιμο αμπούλα,μία φορά το πρωί,279
16068107499,28087700496,5168,2024-11-17,2024-11-26,1/2 δισκίο,εφάπαξ,279
13119759342,10088308059,41825,2024-11-18,2024-11-20,1 ενέσιμο αμπούλα,προ ύπνου,280
13119759342,10088308059,39005,2024-11-18,2024-11-21,1 κάψουλα,μία φορά το πρωί,280
17075032006,22119620547,151529,2024-11-23,2024-11-26,1 δισκίο,μετά το φαγητό,281
17075032006,22119620547,7789,2024-11-23,2024-11-25,1/2 δισκίο,μετά το φαγητό,281
17075032006,22119620547,102969,2024-11-23,2024-11-24,1 κάψουλα,μετά το φαγητό,281
03056595064,31108619515,150961,2024-11-28,2024-12-03,2 δισκία,κάθε 8 ώρες,282
03056595064,31108619515,22810,2024-11-28,2024-12-03,1 ενέσιμο αμπούλα,μία φορά το πρωί,282
03056595064,31108619515,162300,2024-11-28,2024-12-03,2 δισκία,εφάπαξ,282
15089851983,20050616601,80639,2024-12-02,2024-12-08,1 κάψουλα,μία φορά το πρωί,283
15089851983,20050616601,91291,2024-12-02,2024-12-06,1 δισκίο,μία φορά το πρωί,283
11087946135,24104247444,26425,2024-12-05,2024-12-15,1 δισκίο,μετά το φαγητό,284
11087946135,24104247444,138877,2024-12-05,2024-12-08,1 δισκίο,κάθε 12 ώρες (πρωί-βράδυ),284
11087946135,24104247444,147962,2024-12-05,2024-12-11,1 ενέσιμο αμπούλα,μετά το φαγητό,284
16068589382,13076696064,107423,2024-12-12,2024-12-15,1 ενέσιμο αμπούλα,εφάπαξ,285
16068589382,13076696064,90325,2024-12-12,2024-12-13,1 ενέσιμο αμπούλα,μία φορά το πρωί,285
01024610365,21080066006,91445,2024-12-13,2024-12-17,15 ml,μετά το φαγητό,286
01024610365,21080066006,65498,2024-12-13,2024-12-20,2 δισκία,προ ύπνου,286
01090729354,23035977126,85661,2024-12-19,2024-12-23,1 δισκίο,μία φορά το πρωί,287
01024610365,28055492211,62100,2024-12-19,2024-12-21,1 ενέσιμο αμπούλα,προ ύπνου,288
01024610365,28055492211,157220,2024-12-19,2024-12-22,2 δισκία,εφάπαξ,288
21017437016,24096114298,63275,2024-12-19,2024-12-29,1/2 δισκίο,προ ύπνου,289
21017437016,24096114298,33736,2024-12-19,2024-12-25,1 δισκίο,εφάπαξ,289
21017437016,24096114298,14491,2024-12-19,2024-12-20,1/2 δισκίο,κάθε 12 ώρες (πρωί-βράδυ),289
03056595064,21088351440,150168,2024-12-24,2024-12-27,1 δισκίο,μετά το φαγητό,290
02078042045,17084510025,28373,2024-12-29,2025-01-03,1 κάψουλα,μία φορά το πρωί,291
02078042045,17084510025,55023,2024-12-29,2025-01-06,2 δισκία,εφάπαξ,291
19029051436,03080887989,62415,2025-01-10,2025-01-18,1 ενέσιμο αμπούλα,μία φορά το πρωί,292
19029051436,03080887989,2902,2025-01-10,2025-01-21,1 δισκίο,προ ύπνου,292
03049296161,18095314451,153847,2025-01-10,2025-01-12,1/2 δισκίο,προ ύπνου,293
22040585135,13070372071,154309,2025-01-26,2025-02-06,1 ενέσιμο αμπούλα,προ ύπνου,294
22040585135,13070372071,43543,2025-01-26,2025-02-07,1 ενέσιμο αμπούλα,μία φορά το πρωί,294
22040585135,13070372071,145051,2025-01-26,2025-01-28,1 δισκίο,εφάπαξ,294
27099728378,02045315571,149717,2025-01-28,2025-02-05,1 κάψουλα,μία φορά το πρωί,295
27099728378,02045315571,161261,2025-01-28,2025-02-04,1 ενέσιμο αμπούλα,κάθε 8 ώρες,295
27099728378,02045315571,130122,2025-01-28,2025-02-01,1/2 δισκίο,εφάπαξ,295
03049296161,19117605737,143912,2025-01-30,2025-01-31,1 κάψουλα,εφάπαξ,296
06126222477,25114766832,146292,2025-02-01,2025-02-07,1/2 δισκίο,κάθε 12 ώρες (πρωί-βράδυ),297
06126222477,25114766832,51347,2025-02-01,2025-02-05,2 δισκία,προ ύπνου,297
06126222477,25114766832,67502,2025-02-01,2025-02-07,1 κάψουλα,μία φορά το πρωί,297
15124501431,25108236524,71359,2025-02-02,2025-02-04,1 ενέσιμο αμπούλα,μετά το φαγητό,298
15124501431,25108236524,28295,2025-02-02,2025-02-04,1 δισκίο,προ ύπνου,298
09066167650,21088351440,72844,2025-02-04,2025-02-10,1 ενέσιμο αμπούλα,εφάπαξ,299
04025648413,23106760849,26581,2025-02-08,2025-02-13,1 ενέσιμο αμπούλα,κάθε 8 ώρες,300
07044341149,28085673440,155848,2025-02-17,2025-02-25,15 ml,μία φορά το πρωί,301
28026692058,01027315996,33387,2025-02-20,2025-02-21,1 κάψουλα,κάθε 12 ώρες (πρωί-βράδυ),302
28026692058,01027315996,149804,2025-02-20,2025-02-22,1 ενέσιμο αμπούλα,μετά το φαγητό,302
17075032006,03087449368,61049,2025-02-23,2025-02-25,2 δισκία,κάθε 12 ώρες (πρωί-βράδυ),303
17075032006,03087449368,70393,2025-02-23,2025-02-24,2 δισκία,μετά το φαγητό,303
17075032006,03087449368,77544,2025-02-23,2025-02-25,1/2 δισκίο,κάθε 8 ώρες,303
08119651767,03080887989,39356,2025-02-23,2025-02-24,15 ml,εφάπαξ,304
08119651767,03080887989,76630,2025-02-23,2025-02-27,15 ml,κάθε 8 ώρες,304
08119651767,03080887989,97441,2025-02-23,2025-03-03,15 ml,εφάπαξ,304
29049732701,30056253919,126747,2025-02-27,2025-03-03,2 δισκία,μετά το φαγητό,305
29049732701,30056253919,8026,2025-02-27,2025-03-03,1/2 δισκίο,μία φορά το πρωί,305
11087946135,14038546502,82552,2025-02-27,2025-03-07,1 κάψουλα,κάθε 8 ώρες,306
13060666813,16099945058,134953,2025-03-03,2025-03-10,2 δισκία,κάθε 8 ώρες,307
09066167650,06060868993,114320,2025-03-05,2025-03-06,15 ml,μία φορά το πρωί,308
09066167650,06060868993,47704,2025-03-05,2025-03-10,1/2 δισκίο,κάθε 8 ώρες,308
09066167650,06060868993,41612,2025-03-05,2025-03-13,2 δισκία,κάθε 12 ώρες (πρωί-βράδυ),308
22115865680,23076302310,106651,2025-03-09,2025-03-11,1 κάψουλα,προ ύπνου,309
22115865680,23076302310,88516,2025-03-09,2025-03-11,1 ενέσιμο αμπούλα,μία φορά το πρωί,309
22115865680,23076302310,128583,2025-03-09,2025-03-12,2 δισκία,κάθε 8 ώρες,309
15124501431,13070372071,138805,2025-03-14,2025-03-20,1 ενέσιμο αμπούλα,εφάπαξ,310
15124501431,13070372071,41757,2025-03-14,2025-03-16,15 ml,μία φορά το πρωί,310
15124501431,13070372071,110378,2025-03-14,2025-03-19,2 δισκία,μία φορά το πρωί,310
21119438801,11108472772,19453,2025-03-14,2025-03-15,1 κάψουλα,εφάπαξ,311
13119759342,22047993944,128793,2025-03-16,2025-03-20,1/2 δισκίο,μία φορά το πρωί,312
13119759342,22047993944,58529,2025-03-16,2025-03-21,2 δισκία,μετά το φαγητό,312
22120477375,08039585346,65965,2025-03-18,2025-03-20,2 δισκία,εφάπαξ,313
10089737527,14024432211,125272,2025-03-19,2025-03-22,1 δισκίο,εφάπαξ,314
16118595442,27018846643,32245,2025-03-20,2025-03-23,1 κάψουλα,εφάπαξ,315
28026692058,27028422314,134586,2025-03-26,2025-04-01,1/2 δισκίο,μετά το φαγητό,316
28026692058,27028422314,44179,2025-03-26,2025-03-31,1 δισκίο,προ ύπνου,316
28026692058,27028422314,162529,2025-03-26,2025-04-03,1 κάψουλα,μετά το φαγητό,316
23056691943,27087797722,36543,2025-03-28,2025-03-29,15 ml,μετά το φαγητό,317
23056691943,27087797722,90324,2025-03-28,2025-03-29,1 ενέσιμο αμπούλα,προ ύπνου,317
23056691943,27087797722,143434,2025-03-28,2025-03-30,15 ml,κάθε 12 ώρες (πρωί-βράδυ),317
23026866049,30069682579,94531,2025-03-31,2025-04-06,2 δισκία,κάθε 12 ώρες (πρωί-βράδυ),318
17075032006,17084510025,117014,2025-04-01,2025-04-10,1 κάψουλα,εφάπαξ,319
17075032006,17084510025,30501,2025-04-01,2025-04-02,1 δισκίο,εφάπαξ,319
17075032006,17084510025,52336,2025-04-01,2025-04-10,15 ml,κάθε 12 ώρες (πρωί-βράδυ),319
05068650481,14055158747,15581,2025-04-04,2025-04-07,1 δισκίο,κάθε 8 ώρες,320
05068650481,14055158747,58337,2025-04-04,2025-04-07,1 δισκίο,προ ύπνου,320
05068650481,14055158747,108712,2025-04-04,2025-04-05,1/2 δισκίο,κάθε 8 ώρες,320
11087946135,12059650695,148547,2025-04-04,2025-04-08,1 ενέσιμο αμπούλα,μετά το φαγητό,321
11087946135,12059650695,26644,2025-04-04,2025-04-10,1 ενέσιμο αμπούλα,κάθε 12 ώρες (πρωί-βράδυ),321
11087946135,12059650695,73985,2025-04-04,2025-04-07,1 κάψουλα,κάθε 8 ώρες,321
16118595442,09087148284,101624,2025-04-09,2025-04-14,1 κάψουλα,κάθε 8 ώρες,322
16118595442,09087148284,28536,2025-04-09,2025-04-11,1 ενέσιμο αμπούλα,προ ύπνου,322
02030634060,25109186486,5652,2025-04-11,2025-04-16,1 δισκίο,μετά το φαγητό,323
02030634060,25109186486,64715,2025-04-11,2025-04-16,1 ενέσιμο αμπούλα,εφάπαξ,323
02030634060,25109186486,49225,2025-04-11,2025-04-17,1 κάψουλα,μετά το φαγητό,323
29109569303,16099945058,128947,2025-04-12,2025-04-13,1 ενέσιμο αμπούλα,κάθε 12 ώρες (πρωί-βράδυ),324
29109569303,16099945058,55102,2025-04-12,2025-04-18,1/2 δισκίο,εφάπαξ,324
29109569303,16099945058,155419,2025-04-12,2025-04-18,15 ml,κάθε 8 ώρες,324
15089851983,11108472772,39333,2025-04-12,2025-04-14,1 κάψουλα,κάθε 8 ώρες,325
02030634060,19080401685,53449,2025-04-15,2025-04-16,1 ενέσιμο αμπούλα,εφάπαξ,326
23056691943,02024157190,112716,2025-04-15,2025-04-25,1 κάψουλα,εφάπαξ,327
23056691943,02024157190,49515,2025-04-15,2025-04-23,1 δισκίο,προ ύπνου,327
23056691943,02024157190,48585,2025-04-15,2025-04-21,2 δισκία,προ ύπνου,327
06019165174,11036301026,18629,2025-04-15,2025-04-19,1 κάψουλα,κάθε 12 ώρες (πρωί-βράδυ),328
11087946135,17089610796,27946,2025-04-19,2025-04-20,1 κάψουλα,προ ύπνου,329
07109876453,25096574054,122431,2025-04-24,2025-04-29,2 δισκία,κάθε 8 ώρες,330
18020449145,26118866522,27897,2025-04-29,2025-05-01,1/2 δισκίο,εφάπαξ,331
16068589382,26050897250,90489,2025-04-29,2025-05-07,15 ml,μία φορά το πρωί,332
09045928947,24026275714,133971,2025-04-30,2025-05-10,15 ml,εφάπαξ,333
09045928947,24026275714,110973,2025-04-30,2025-05-12,1 δισκίο,εφάπαξ,333
09045928947,24026275714,49214,2025-04-30,2025-05-02,15 ml,μετά το φαγητό,333
21017437016,14074225756,109482,2025-05-05,2025-05-08,1 κάψουλα,εφάπαξ,334
21017437016,14074225756,6474,2025-05-05,2025-05-07,1/2 δισκίο,εφάπαξ,334
29049732701,28110356536,34570,2025-05-06,2025-05-11,2 δισκία,μία φορά το πρωί,335
29049732701,28110356536,61102,2025-05-06,2025-05-07,1/2 δισκίο,κάθε 8 ώρες,335
29049732701,28110356536,16475,2025-05-06,2025-05-10,1/2 δισκίο,κάθε 8 ώρες,335
08088799158,16014472825,12924,2025-05-07,2025-05-08,15 ml,κάθε 8 ώρες,336
15124501431,30088959779,128861,2025-05-09,2025-05-13,1/2 δισκίο,εφάπαξ,337
01090729354,15116913619,114220,2025-05-10,2025-05-12,15 ml,κάθε 12 ώρες (πρωί-βράδυ),338
19089017616,29089535168,94739,2025-05-11,2025-05-15,1 ενέσιμο αμπούλα,κάθε 8 ώρες,339
15088743388,03080887989,76574,2025-05-12,2025-05-19,1 δισκίο,μετά το φαγητό,340
15088743388,03080887989,65774,2025-05-12,2025-05-23,15 ml,κάθε 8 ώρες,340
09045928947,16014472825,68484,2025-05-15,2025-05-20,15 ml,κάθε 12 ώρες (πρωί-βράδυ),341
09045928947,16014472825,103465,2025-05-15,2025-05-20,1/2 δισκίο,μετά το φαγητό,341
07044341149,09026562599,46978,2025-05-17,2025-05-21,1 δισκίο,μία φορά το πρωί,342
07044341149,09026562599,68821,2025-05-17,2025-05-27,1 ενέσιμο αμπούλα,κάθε 12 ώρες (πρωί-βράδυ),342
16068589382,08046122018,115785,2025-05-19,2025-05-20,1 ενέσιμο αμπούλα,κάθε 8 ώρες,343
16068589382,08046122018,76880,2025-05-19,2025-05-22,1 δισκίο,μία φορά το πρωί,343
09050064807,20075682599,100951,2025-05-23,2025-05-30,1 δισκίο,κάθε 12 ώρες (πρωί-βράδυ),344
09050064807,20075682599,145972,2025-05-23,2025-05-31,1 δισκίο,εφάπαξ,344
22115865680,28125858451,141090,2025-05-29,2025-05-31,1 ενέσιμο αμπούλα,κάθε 8 ώρες,345
23026866049,25124524763,31748,2025-06-04,2025-06-05,1/2 δισκίο,προ ύπνου,346
23026866049,25124524763,22318,2025-06-04,2025-06-06,1 κάψουλα,κάθε 12 ώρες (πρωί-βράδυ),346
11087946135,19080401685,69433,2025-06-06,2025-06-07,15 ml,κάθε 12 ώρες (πρωί-βράδυ),347
11087946135,19080401685,44500,2025-06-06,2025-06-07,1 δισκίο,μία φορά το πρωί,347
11087946135,19080401685,146380,2025-06-06,2025-06-09,1 δισκίο,μετά το φαγητό,347
24100569128,03080887989,120621,2025-06-06,2025-06-07,1/2 δισκίο,μία φορά το πρωί,348
24100569128,03080887989,39782,2025-06-06,2025-06-07,15 ml,μετά το φαγητό,348
24100569128,03080887989,112339,2025-06-06,2025-06-09,1 ενέσιμο αμπούλα,εφάπαξ,348
17078627586,20057771483,25311,2025-06-13,2025-06-14,15 ml,εφάπαξ,349
17078627586,20057771483,40550,2025-06-13,2025-06-14,1 δισκίο,προ ύπνου,349
17078627586,20057771483,62949,2025-06-13,2025-06-14,1 δισκίο,εφάπαξ,349
18050675294,06060868993,82152,2025-06-18,2025-06-19,1 δισκίο,μία φορά το πρωί,350
18050675294,06060868993,135613,2025-06-18,2025-06-24,1/2 δισκίο,κάθε 8 ώρες,350
18050675294,06060868993,83413,2025-06-18,2025-06-19,15 ml,εφάπαξ,350
06126222477,02045315571,61101,2025-06-19,2025-06-25,2 δισκία,κάθε 12 ώρες (πρωί-βράδυ),351
06126222477,02045315571,148482,2025-06-19,2025-06-23,1 δισκίο,κάθε 12 ώρες (πρωί-βράδυ),351
23056691943,14024432211,126032,2025-06-20,2025-06-23,1 ενέσιμο αμπούλα,κάθε 8 ώρες,352
23056691943,14024432211,113372,2025-06-20,2025-06-21,2 δισκία,προ ύπνου,352
03057873936,24104247444,93279,2025-06-21,2025-06-28,1/2 δισκίο,προ ύπνου,353
03057873936,24104247444,33678,2025-06-21,2025-06-22,1 κάψουλα,μετά το φαγητό,353
02030634060,25110455645,120968,2025-06-23,2025-07-01,1/2 δισκίο,κάθε 8 ώρες,354
07100156298,01078093778,33960,2025-06-23,2025-06-29,1 ενέσιμο αμπούλα,εφάπαξ,355
15124501431,18068612601,152097,2025-06-26,2025-06-27,1/2 δισκίο,εφάπαξ,356
09128084347,27087797722,112791,2025-06-27,2025-06-30,1 δισκίο,κάθε 12 ώρες (πρωί-βράδυ),357
09128084347,27087797722,69636,2025-06-27,2025-06-28,2 δισκία,προ ύπνου,357
09128084347,27087797722,142786,2025-06-27,2025-06-29,1/2 δισκίο,μία φορά το πρωί,357
15049291643,03080887989,7613,2025-06-28,2025-06-29,1 δισκίο,προ ύπνου,358
15049291643,03080887989,110341,2025-06-28,2025-07-02,1 ενέσιμο αμπούλα,εφάπαξ,358
10089737527,25110455645,72926,2025-06-29,2025-07-04,15 ml,κάθε 12 ώρες (πρωί-βράδυ),359
10089737527,25110455645,5668,2025-06-29,2025-07-04,1 κάψουλα,προ ύπνου,359
06050738238,24054813176,56953,2025-06-30,2025-07-03,1/2 δισκίο,προ ύπνου,360
06050738238,24054813176,40912,2025-06-30,2025-07-04,1 ενέσιμο αμπούλα,κάθε 8 ώρες,360
17019537542,28035274397,107797,2025-07-02,2025-07-06,2 δισκία,κάθε 12 ώρες (πρωί-βράδυ),361
17019537542,28035274397,114741,2025-07-02,2025-07-04,1 ενέσιμο αμπούλα,κάθε 12 ώρες (πρωί-βράδυ),361
14129831939,27060840942,92504,2025-07-03,2025-07-13,1 ενέσιμο αμπούλα,κάθε 12 ώρες (πρωί-βράδυ),362
18060326718,29048725629,56099,2025-07-05,2025-07-07,1 ενέσιμο αμπούλα,κάθε 8 ώρες,363
24100569128,28125858451,7182,2025-07-11,2025-07-21,2 δισκία,μία φορά το πρωί,364
14024366361,07025648436,76946,2025-07-13,2025-07-17,2 δισκία,μία φορά το πρωί,365
14024366361,07025648436,80809,2025-07-13,2025-07-15,15 ml,κάθε 12 ώρες (πρωί-βράδυ),365
27099728378,18040500492,26064,2025-07-13,2025-07-21,1 ενέσιμο αμπούλα,κάθε 8 ώρες,366
02030634060,24064249347,46087,2025-07-14,2025-07-26,1 δισκίο,κάθε 12 ώρες (πρωί-βράδυ),367
02030634060,24064249347,23711,2025-07-14,2025-07-21,15 ml,κάθε 8 ώρες,367
02030634060,24064249347,149803,2025-07-14,2025-07-20,15 ml,προ ύπνου,367
16100868799,11050658021,77541,2025-07-19,2025-07-21,1 ενέσιμο αμπούλα,μία φορά το πρωί,368
16100868799,11050658021,62206,2025-07-19,2025-07-20,1 ενέσιμο αμπούλα,εφάπαξ,368
16100868799,11050658021,95745,2025-07-19,2025-07-21,1 ενέσιμο αμπούλα,κάθε 8 ώρες,368
17078627586,03087449368,6043,2025-07-21,2025-07-29,2 δισκία,εφάπαξ,369
26099895344,23126536791,62490,2025-07-23,2025-07-28,1 δισκίο,εφάπαξ,370
26099895344,23126536791,47386,2025-07-23,2025-07-28,1 δισκίο,μετά το φαγητό,370
26099895344,23126536791,43946,2025-07-23,2025-07-26,2 δισκία,κάθε 12 ώρες (πρωί-βράδυ),370
18050675294,29048725629,11129,2025-07-26,2025-07-29,1 δισκίο,εφάπαξ,371
18050675294,29048725629,5579,2025-07-26,2025-07-31,1 δισκίο,κάθε 12 ώρες (πρωί-βράδυ),371
18050675294,29048725629,94228,2025-07-26,2025-07-28,1 ενέσιμο αμπούλα,μετά το φαγητό,371
27099728378,18076242086,80382,2025-07-26,2025-07-29,2 δισκία,κάθε 12 ώρες (πρωί-βράδυ),372
27099728378,18076242086,60047,2025-07-26,2025-07-27,1/2 δισκίο,μετά το φαγητό,372
27099728378,18076242086,120645,2025-07-26,2025-08-02,1 κάψουλα,κάθε 8 ώρες,372
01024610365,26026036012,91738,2025-07-26,,1/2 δισκίο,κάθε 8 ώρες,373
01024610365,26026036012,100199,2025-07-26,,1 δισκίο,κάθε 12 ώρες (πρωί-βράδυ),373
04025648413,12045364041,63407,2025-07-28,2025-07-30,1 κάψουλα,κάθε 8 ώρες,374
04025648413,12045364041,56077,2025-07-28,2025-08-02,15 ml,εφάπαξ,374
04025648413,12045364041,149690,2025-07-28,2025-08-01,1 ενέσιμο αμπούλα,εφάπαξ,374
24100569128,24116938524,19449,2025-08-02,2025-08-04,2 δισκία,κάθε 8 ώρες,375
24100569128,24116938524,22524,2025-08-02,2025-08-07,1 κάψουλα,κάθε 8 ώρες,375
24100569128,24116938524,117015,2025-08-02,2025-08-06,1/2 δισκίο,κάθε 12 ώρες (πρωί-βράδυ),375
18060326718,20057771483,68466,2025-08-03,2025-08-04,1/2 δισκίο,κάθε 12 ώρες (πρωί-βράδυ),376
18060326718,20057771483,161851,2025-08-03,2025-08-08,1 δισκίο,κάθε 12 ώρες (πρωί-βράδυ),376
18060326718,20057771483,152603,2025-08-03,2025-08-08,1 κάψουλα,εφάπαξ,376
26099895344,04044756842,142249,2025-08-08,2025-08-09,15 ml,κάθε 12 ώρες (πρωί-βράδυ),377
26099895344,04044756842,22402,2025-08-08,2025-08-10,1 δισκίο,προ ύπνου,377
19029051436,19067311901,142096,2025-08-08,2025-08-15,1 ενέσιμο αμπούλα,μία φορά το πρωί,378
19029051436,19067311901,155104,2025-08-08,2025-08-12,1 κάψουλα,κάθε 8 ώρες,378
19029051436,19067311901,142756,2025-08-08,2025-08-15,1/2 δισκίο,μετά το φαγητό,378
01024610365,02060181890,37925,2025-08-10,2025-08-11,1/2 δισκίο,μετά το φαγητό,379
04010443316,03065174291,76764,2025-08-13,2025-08-18,1/2 δισκίο,προ ύπνου,380
04010443316,03065174291,105689,2025-08-13,2025-08-15,1 ενέσιμο αμπούλα,εφάπαξ,380
28026692058,03080887989,96053,2025-08-14,2025-08-24,1/2 δισκίο,προ ύπνου,381
28026692058,03080887989,50922,2025-08-14,2025-08-24,2 δισκία,κάθε 8 ώρες,381
02087077516,27114223727,151843,2025-08-15,2025-08-22,15 ml,προ ύπνου,382
16068107499,29048725629,82579,2025-08-17,2025-08-18,1 ενέσιμο αμπούλα,μετά το φαγητό,383
16068107499,29048725629,162903,2025-08-17,2025-08-21,1 κάψουλα,μία φορά το πρωί,383
28120467810,29058365375,20292,2025-08-20,2025-08-23,2 δισκία,μία φορά το πρωί,384
28120467810,29058365375,98858,2025-08-20,2025-08-23,1 δισκίο,μετά το φαγητό,384
28120467810,29058365375,120942,2025-08-20,2025-08-22,1 κάψουλα,εφάπαξ,384
08088799158,13036533562,16186,2025-08-20,2025-08-22,1 δισκίο,κάθε 8 ώρες,385
08088799158,13036533562,132549,2025-08-20,2025-08-22,1 ενέσιμο αμπούλα,προ ύπνου,385
17078627586,08039389744,14519,2025-08-31,2025-09-01,1/2 δισκίο,εφάπαξ,386
17078627586,08039389744,35870,2025-08-31,2025-09-01,2 δισκία,προ ύπνου,386
17078627586,08039389744,102632,2025-08-31,2025-09-02,1 ενέσιμο αμπούλα,κάθε 12 ώρες (πρωί-βράδυ),386
16040493179,14116282450,2981,2025-09-07,2025-09-14,1/2 δισκίο,μετά το φαγητό,387
28120467810,09074937223,121508,2025-09-09,2025-09-15,2 δισκία,εφάπαξ,388
28120467810,09074937223,84351,2025-09-09,2025-09-15,1 δισκίο,κάθε 8 ώρες,388
11100467158,14116282450,126895,2025-09-19,2025-09-22,2 δισκία,εφάπαξ,389
19110834569,23126536791,30760,2025-09-22,2025-09-23,1 δισκίο,κάθε 8 ώρες,390
19110834569,23126536791,45314,2025-09-22,2025-09-25,15 ml,μετά το φαγητό,390
19110834569,23126536791,104661,2025-09-22,2025-09-25,2 δισκία,προ ύπνου,390
08088799158,27088459709,40272,2025-09-24,2025-09-26,1 ενέσιμο αμπούλα,κάθε 12 ώρες (πρωί-βράδυ),391
08088799158,27088459709,162832,2025-09-24,2025-10-01,1 ενέσιμο αμπούλα,κάθε 8 ώρες,391
08088799158,27088459709,41013,2025-09-24,2025-10-02,1 ενέσιμο αμπούλα,προ ύπνου,391
09066167650,08039585346,32463,2025-09-26,2025-10-08,1 δισκίο,κάθε 8 ώρες,392
27099728378,18068612601,134282,2025-09-29,2025-10-07,1 κάψουλα,προ ύπνου,393
27099728378,18068612601,101776,2025-09-29,2025-10-06,2 δισκία,κάθε 12 ώρες (πρωί-βράδυ),393
04010443316,12045364041,112538,2025-09-29,2025-10-06,1 κάψουλα,προ ύπνου,394
04010443316,12045364041,95299,2025-09-29,2025-10-02,2 δισκία,κάθε 12 ώρες (πρωί-βράδυ),394
21017437016,24116938524,68980,2025-10-13,,15 ml,κάθε 12 ώρες (πρωί-βράδυ),395
11100467158,18095314451,94700,2025-10-13,2025-10-16,1 δισκίο,εφάπαξ,396
11100467158,18095314451,151649,2025-10-13,2025-10-20,15 ml,προ ύπνου,396
19089017616,13036533562,80354,2025-10-15,2025-10-17,2 δισκία,εφάπαξ,397
26067425558,10127699608,4723,2025-10-15,2025-10-18,1/2 δισκίο,μετά το φαγητό,398
26067425558,10127699608,70539,2025-10-15,2025-10-17,1 κάψουλα,κάθε 12 ώρες (πρωί-βράδυ),398
26067425558,10127699608,117203,2025-10-15,2025-10-17,15 ml,κάθε 8 ώρες,398
14024366361,24064249347,113786,2025-10-20,2025-10-23,2 δισκία,προ ύπνου,399
14024366361,24064249347,131444,2025-10-20,2025-10-21,15 ml,προ ύπνου,399
14024366361,24064249347,101312,2025-10-20,2025-10-21,1 ενέσιμο αμπούλα,προ ύπνου,399
07109876453,22035062029,157947,2025-10-26,2025-10-29,1/2 δισκίο,προ ύπνου,400
03057873936,23035977126,136886,2025-10-31,2025-11-08,1 ενέσιμο αμπούλα,προ ύπνου,401
03057873936,23035977126,120694,2025-10-31,2025-11-01,15 ml,μετά το φαγητό,401
07044341149,10049749838,62903,2025-11-01,2025-11-11,1 κάψουλα,προ ύπνου,402
02087077516,07025648436,159765,2025-11-03,2025-11-12,2 δισκία,μετά το φαγητό,403
02087077516,07025648436,15259,2025-11-03,2025-11-05,1 κάψουλα,προ ύπνου,403
02087077516,07025648436,89181,2025-11-03,2025-11-06,2 δισκία,κάθε 12 ώρες (πρωί-βράδυ),403
19075521849,30069682579,112918,2025-11-03,2025-11-05,2 δισκία,κάθε 8 ώρες,404
19075521849,30069682579,150629,2025-11-03,2025-11-06,1 κάψουλα,προ ύπνου,404
19075521849,30069682579,24761,2025-11-03,2025-11-08,1 δισκίο,προ ύπνου,404
28120467810,28026488250,119466,2025-11-06,2025-11-13,1 ενέσιμο αμπούλα,εφάπαξ,405
28120467810,28026488250,160843,2025-11-06,2025-11-12,1/2 δισκίο,μετά το φαγητό,405
22048608378,23028814627,116687,2025-11-08,2025-11-11,1/2 δισκίο,εφάπαξ,406
22048608378,23028814627,144229,2025-11-08,2025-11-12,2 δισκία,προ ύπνου,406
18060326718,20049280002,81494,2025-11-14,2025-11-16,15 ml,προ ύπνου,407
18060326718,20049280002,31604,2025-11-14,2025-11-16,2 δισκία,μετά το φαγητό,407
19089017616,20049280002,50379,2025-11-20,2025-11-25,15 ml,προ ύπνου,408
19089017616,20049280002,150716,2025-11-20,2025-11-25,1 δισκίο,εφάπαξ,408
05068650481,23035977126,66594,2025-11-23,2025-11-27,1 ενέσιμο αμπούλα,προ ύπνου,409
16118595442,14038546502,128836,2025-11-25,2025-11-27,1/2 δισκίο,εφάπαξ,410
16118595442,14038546502,8239,2025-11-25,2025-11-28,1/2 δισκίο,εφάπαξ,410
19029051436,22056004139,126048,2025-11-30,2025-12-07,1 δισκίο,εφάπαξ,411
19029051436,22056004139,33468,2025-11-30,2025-12-01,1 ενέσιμο αμπούλα,μία φορά το πρωί,411
